Temperatura,pH,Aw,Bw,T2,pH2,Aw2,Bw2,TxpH,TxAw,pHxAw,TxBw,pHxBw,Crec,Pest,Temperatura,pH,Aw
8,7.5,0.999,0.0316227766016838,64,56.25,0.998001,0.001,60,7.992,7.4925,0.25298221281347,0.237170824512629,1,0.90255,8,7.5,0.999
8,7.5,0.999,0.0316227766016838,64,56.25,0.998001,0.001,60,7.992,7.4925,0.25298221281347,0.237170824512629,1,0.90255,8,7.5,0.999
8,7.5,0.999,0.0316227766016838,64,56.25,0.998001,0.001,60,7.992,7.4925,0.25298221281347,0.237170824512629,1,0.90255,8,7.5,0.999
8,7.5,0.999,0.0316227766016838,64,56.25,0.998001,0.001,60,7.992,7.4925,0.25298221281347,0.237170824512629,1,0.90255,8,7.5,0.999
8,7.5,0.999,0.0316227766016838,64,56.25,0.998001,0.001,60,7.992,7.4925,0.25298221281347,0.237170824512629,1,0.90255,8,7.5,0.999
8,7.5,0.999,0.0316227766016838,64,56.25,0.998001,0.001,60,7.992,7.4925,0.25298221281347,0.237170824512629,1,0.90255,8,7.5,0.999
8,7.5,0.999,0.0316227766016838,64,56.25,0.998001,0.001,60,7.992,7.4925,0.25298221281347,0.237170824512629,1,0.90255,8,7.5,0.999
8,7.5,0.999,0.0316227766016838,64,56.25,0.998001,0.001,60,7.992,7.4925,0.25298221281347,0.237170824512629,0,0.90255,8,7.5,0.999
8,7.5,0.999,0.0316227766016838,64,56.25,0.998001,0.001,60,7.992,7.4925,0.25298221281347,0.237170824512629,0,0.90255,8,7.5,0.999
8,7.5,0.999,0.0316227766016838,64,56.25,0.998001,0.001,60,7.992,7.4925,0.25298221281347,0.237170824512629,0,0.90255,8,7.5,0.999
8,7.5,0.999,0.0316227766016838,64,56.25,0.998001,0.001,60,7.992,7.4925,0.25298221281347,0.237170824512629,0,0.90255,8,7.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,6.5,0.999,0.0316227766016838,64,42.25,0.998001,0.001,52,7.992,6.4935,0.25298221281347,0.205548047910945,1,0.99355,8,6.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,5.5,0.999,0.0316227766016838,64,30.25,0.998001,0.001,44,7.992,5.4945,0.25298221281347,0.173925271309261,1,0.966,8,5.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,4.5,0.999,0.0316227766016838,64,20.25,0.998001,0.001,36,7.992,4.4955,0.25298221281347,0.142302494707577,0,0.05494,8,4.5,0.999
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,7,0.995,0.0707106781186548,64,49,0.990025,0.005,56,7.96,6.965,0.565685424949238,0.494974746830583,1,0.95348,8,7,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,6,0.995,0.0707106781186548,64,36,0.990025,0.005,48,7.96,5.97,0.565685424949238,0.424264068711929,1,0.97072,8,6,0.995
8,5,0.995,0.0707106781186548,64,25,0.990025,0.005,40,7.96,4.975,0.565685424949238,0.353553390593274,1,0.37296,8,5,0.995
8,5,0.995,0.0707106781186548,64,25,0.990025,0.005,40,7.96,4.975,0.565685424949238,0.353553390593274,1,0.37296,8,5,0.995
8,5,0.995,0.0707106781186548,64,25,0.990025,0.005,40,7.96,4.975,0.565685424949238,0.353553390593274,1,0.37296,8,5,0.995
